+/-,3PT,AST,BLK,DREB,FG,FT,Min,Name,OREB,PF,PTS,REB,STL,TO,date,game_id,starter,team,Position
--,0-1,1,0,5,2-6,1-1,27,R.  Gomes,0,5,5,5,0,1,"February 26, 2007",270226010,0,Celtics,SF
--,0-0,0,0,0,0-0,0-0,5,M.  Olowokandi,0,1,0,0,0,0,"February 26, 2007",270226010,0,Celtics,C
--,0-0,1,3,4,1-2,0-0,23,K.  Perkins,0,3,2,4,0,1,"February 26, 2007",270226010,0,Celtics,C
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"February 26, 2007",270226010,0,Celtics,C
--,0-1,0,0,2,2-4,0-2,12,R.  Rondo,2,3,4,4,1,0,"February 26, 2007",270226010,0,Celtics,PG
--,0-1,3,1,1,1-3,0-0,8,S.  Telfair,1,1,2,2,0,0,"February 26, 2007",270226010,0,Celtics,PG
--,0-1,1,0,2,0-6,0-0,17,G.  Green,1,1,0,3,1,3,"February 26, 2007",270226010,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"February 26, 2007",270226010,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Ray,0,0,0,0,0,0,"February 26, 2007",270226010,0,Celtics,G
,,,,,,,Did not play,W.  Szczerbiak,,,,,,,"February 26, 2007",270226010,0,Celtics,SG
--,0-0,1,0,5,5-14,2-2,31,J.  Howard,3,2,12,8,0,2,"February 26, 2007",270226010,1,Rockets,PF
--,0-5,2,0,3,1-12,2-2,39,S.  Battier,1,2,4,4,0,1,"February 26, 2007",270226010,1,Rockets,SF
--,0-0,0,1,5,2-2,0-0,24,D.  Mutombo,2,2,4,7,1,0,"February 26, 2007",270226010,1,Rockets,C
--,1-10,6,0,3,1-11,3-6,41,R.  Alston,0,1,6,3,2,3,"February 26, 2007",270226010,1,Rockets,PG
--,0-0,3,1,6,8-16,11-16,37,B.  Wells,3,5,27,9,2,4,"February 26, 2007",270226010,1,Rockets,SG
--,0-0,0,0,3,1-4,2-2,13,C.  Hayes,0,3,4,3,1,2,"February 26, 2007",270226010,0,Rockets,PF
--,0-0,0,0,0,0-0,0-0,0,S.  Novak,0,0,0,0,0,0,"February 26, 2007",270226010,0,Rockets,SF
--,0-0,1,0,5,3-4,1-1,22,J.  Tsakalidis,5,3,7,10,0,0,"February 26, 2007",270226010,0,Rockets,C
--,0-0,0,0,0,0-0,0-0,0,Y.  Ming,0,0,0,0,0,0,"February 26, 2007",270226010,0,Rockets,C
--,0-0,0,0,0,0-0,0-0,0,B.  Sura,0,0,0,0,0,0,"February 26, 2007",270226010,0,Rockets,PG
--,0-6,1,0,1,3-11,0-0,22,L.  Head,0,2,6,1,1,4,"February 26, 2007",270226010,0,Rockets,PG
--,0-0,0,0,0,0-0,0-0,0,J.  Lucas III,0,0,0,0,0,0,"February 26, 2007",270226010,0,Rockets,PG
--,0-0,0,0,0,0-0,0-0,0,T.  McGrady,0,0,0,0,0,0,"February 26, 2007",270226010,0,Rockets,SG
--,0-1,1,0,3,1-4,0-0,11,K.  Snyder,0,3,2,3,1,1,"February 26, 2007",270226010,0,Rockets,SG
,,,,,,,Did not play,V.  Spanoulis,,,,,,,"February 26, 2007",270226010,0,Rockets,PG
--,0-0,0,0,0,1-5,0-0,10,M.  Rose,0,2,2,0,0,3,"February 28, 2007",270228002,1,Knicks,PF
--,0-0,1,0,3,8-9,0-0,33,J.  Jeffries,3,5,16,6,2,1,"February 28, 2007",270228002,1,Knicks,PF
--,5-9,2,0,8,8-17,3-4,42,Q.  Richardson,0,1,24,8,0,1,"February 28, 2007",270228002,1,Knicks,SF
--,0-0,2,1,6,5-11,6-12,46,E.  Curry,1,4,16,7,1,4,"February 28, 2007",270228002,1,Knicks,C
--,4-8,6,0,2,7-17,5-6,44,S.  Marbury,0,3,23,2,1,2,"February 28, 2007",270228002,1,Knicks,PG
--,0-0,5,1,8,3-5,1-4,33,C.  Frye,1,2,7,9,1,1,"February 28, 2007",270228002,0,Knicks,PF
--,0-0,0,0,0,0-0,0-0,0,D.  Lee,0,0,0,0,0,0,"February 28, 2007",270228002,0,Knicks,PF
--,0-0,1,0,1,0-2,0-0,7,R.  Balkman,0,1,0,1,0,0,"February 28, 2007",270228002,0,Knicks,SF
--,0-1,5,0,1,3-5,0-0,25,M.  Collins,1,4,6,2,1,2,"February 28, 2007",270228002,0,Knicks,PG
--,0-0,0,0,0,0-0,0-0,0,S.  Francis,0,0,0,0,0,0,"February 28, 2007",270228002,0,Knicks,PG
,,,,,,,Did not play,K.  Cato,,,,,,,"February 28, 2007",270228002,0,Knicks,C
,,,,,,,Did not play,J.  James,,,,,,,"February 28, 2007",270228002,0,Knicks,C
,,,,,,,Did not play,N.  Robinson,,,,,,,"February 28, 2007",270228002,0,Knicks,PG
,,,,,,,Did not play,J.  Crawford,,,,,,,"February 28, 2007",270228002,0,Knicks,SG
--,4-9,2,3,0,5-10,0-0,37,B.  Scalabrine,0,3,14,0,1,0,"February 28, 2007",270228002,1,Celtics,PF
--,2-4,4,0,5,7-15,8-10,42,P.  Pierce,0,1,24,5,2,2,"February 28, 2007",270228002,1,Celtics,SF
--,0-0,4,0,6,0-1,0-2,26,K.  Perkins,2,4,0,8,1,1,"February 28, 2007",270228002,1,Celtics,C
--,0-0,5,2,7,9-14,8-11,42,A.  Jefferson,2,5,26,9,0,3,"February 28, 2007",270228002,1,Celtics,C
--,0-0,2,0,2,2-6,2-2,24,D.  West,0,4,6,2,0,2,"February 28, 2007",270228002,1,Celtics,SG
--,0-0,1,0,2,3-5,1-1,24,R.  Gomes,0,1,7,2,0,1,"February 28, 2007",270228002,0,Celtics,SF
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"February 28, 2007",270228002,0,Celtics,C
--,0-0,8,0,6,2-7,0-0,25,R.  Rondo,3,2,4,9,2,3,"February 28, 2007",270228002,0,Celtics,PG
--,4-6,2,0,3,6-9,5-6,20,G.  Green,0,2,21,3,0,2,"February 28, 2007",270228002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"February 28, 2007",270228002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Ray,0,0,0,0,0,0,"February 28, 2007",270228002,0,Celtics,G
,,,,,,,Did not play,L.  Powe,,,,,,,"February 28, 2007",270228002,0,Celtics,PF
,,,,,,,Did not play,M.  Olowokandi,,,,,,,"February 28, 2007",270228002,0,Celtics,C
,,,,,,,Did not play,S.  Telfair,,,,,,,"February 28, 2007",270228002,0,Celtics,PG
,,,,,,,Did not play,W.  Szczerbiak,,,,,,,"February 28, 2007",270228002,0,Celtics,SG
--,0-4,0,1,4,2-10,1-1,35,B.  Scalabrine,1,3,5,5,1,1,"March 3, 2007",270303017,1,Celtics,PF
--,1-7,5,0,4,8-28,0-1,44,P.  Pierce,1,5,17,5,2,3,"March 3, 2007",270303017,1,Celtics,SF
--,0-0,0,1,4,2-5,1-3,23,K.  Perkins,3,3,5,7,0,1,"March 3, 2007",270303017,1,Celtics,C
--,0-0,2,2,12,13-23,6-8,45,A.  Jefferson,6,2,32,18,1,0,"March 3, 2007",270303017,1,Celtics,C
--,1-1,6,0,3,6-10,2-2,39,D.  West,0,3,15,3,2,1,"March 3, 2007",270303017,1,Celtics,SG
--,0-0,0,0,1,0-1,0-0,5,L.  Powe,2,1,0,3,2,0,"March 3, 2007",270303017,0,Celtics,PF
--,0-0,0,0,4,3-10,5-6,28,R.  Gomes,3,3,11,7,2,0,"March 3, 2007",270303017,0,Celtics,SF
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"March 3, 2007",270303017,0,Celtics,C
--,0-0,1,0,0,0-2,0-0,8,S.  Telfair,0,1,0,0,0,1,"March 3, 2007",270303017,0,Celtics,PG
--,0-0,0,0,2,0-4,6-8,18,R.  Rondo,2,3,6,4,1,2,"March 3, 2007",270303017,0,Celtics,PG
--,0-4,0,0,1,1-9,3-3,21,G.  Green,0,5,5,1,0,1,"March 3, 2007",270303017,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"March 3, 2007",270303017,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Ray,0,0,0,0,0,0,"March 3, 2007",270303017,0,Celtics,G
,,,,,,,Did not play,M.  Olowokandi,,,,,,,"March 3, 2007",270303017,0,Celtics,C
,,,,,,,Did not play,W.  Szczerbiak,,,,,,,"March 3, 2007",270303017,0,Celtics,SG
--,0-0,0,0,3,0-2,2-2,22,H.  Adams,0,1,2,3,0,1,"March 3, 2007",270303017,1,Nets,SF
--,0-0,1,4,6,5-8,3-3,28,M.  Moore,1,4,13,7,0,4,"March 3, 2007",270303017,1,Nets,C
--,0-0,0,4,8,3-4,0-0,23,J.  Collins,0,3,6,8,0,0,"March 3, 2007",270303017,1,Nets,C
--,0-4,6,0,6,1-7,2-4,40,J.  Kidd,0,2,4,6,1,4,"March 3, 2007",270303017,1,Nets,PG
--,0-3,3,2,8,8-23,9-14,43,V.  Carter,2,5,25,10,0,4,"March 3, 2007",270303017,1,Nets,SG
--,0-0,0,2,2,0-0,0-0,6,J.  Boone,0,0,0,2,0,0,"March 3, 2007",270303017,0,Nets,PF
--,0-1,2,0,3,3-5,1-4,27,C.  Robinson,0,3,7,3,0,0,"March 3, 2007",270303017,0,Nets,PF
--,0-0,0,2,3,3-4,2-3,29,B.  Nachbar,0,4,8,3,1,3,"March 3, 2007",270303017,0,Nets,SF
--,0-0,0,0,0,0-0,0-0,0,A.  Wright,0,0,0,0,0,0,"March 3, 2007",270303017,0,Nets,SF
--,0-0,0,0,0,0-0,0-0,0,N.  Krstic,0,0,0,0,0,0,"March 3, 2007",270303017,0,Nets,C
--,0-0,0,0,0,0-0,0-0,0,M.  Ilic,0,0,0,0,0,0,"March 3, 2007",270303017,0,Nets,C
--,0-0,6,0,2,4-8,1-1,18,M.  Williams,0,5,9,2,0,4,"March 3, 2007",270303017,0,Nets,PG
--,0-0,0,0,0,0-0,0-0,1,B.  Robinson,0,0,0,0,0,0,"March 3, 2007",270303017,0,Nets,SG
--,3-5,2,0,4,5-8,1-2,29,E.  House,0,1,14,4,0,1,"March 3, 2007",270303017,0,Nets,SG
,,,,,,,Did not play,R.  Jefferson,,,,,,,"March 3, 2007",270303017,0,Nets,SF
--,1-1,10,3,10,14-28,4-5,51,K.  Garnett,3,1,33,13,2,1,"March 4, 2007",270304002,1,Timberwolves,PF
--,0-0,0,0,0,0-0,0-2,1,T.  Hassell,0,1,0,0,0,0,"March 4, 2007",270304002,1,Timberwolves,SF
--,0-0,0,0,1,5-7,2-2,36,M.  Blount,2,6,12,3,1,2,"March 4, 2007",270304002,1,Timberwolves,C
--,3-6,8,0,2,9-15,5-5,46,T.  Hudson,0,5,26,2,2,3,"March 4, 2007",270304002,1,Timberwolves,PG
--,4-6,9,0,4,12-20,7-7,53,R.  Davis,0,5,35,4,1,2,"March 4, 2007",270304002,1,Timberwolves,SG
--,0-0,0,0,1,1-4,0-0,29,C.  Smith,0,4,2,1,0,0,"March 4, 2007",270304002,0,Timberwolves,PF
--,0-0,0,0,0,0-0,0-0,0,M.  Madsen,0,0,0,0,0,0,"March 4, 2007",270304002,0,Timberwolves,PF
--,0-0,0,0,0,0-0,0-0,0,E.  Griffin,0,0,0,0,0,0,"March 4, 2007",270304002,0,Timberwolves,PF
--,0-0,0,0,0,1-1,0-0,2,J.  Reed,0,0,2,0,0,0,"March 4, 2007",270304002,0,Timberwolves,SF
--,1-3,1,1,0,1-4,0-0,15,M.  James,1,1,3,1,0,1,"March 4, 2007",270304002,0,Timberwolves,PG
--,0-2,1,0,1,0-4,2-2,19,M.  Jaric,0,5,2,1,2,0,"March 4, 2007",270304002,0,Timberwolves,PG
--,0-2,3,0,2,0-2,0-0,32,R.  McCants,0,6,0,2,1,2,"March 4, 2007",270304002,0,Timberwolves,SG
--,0-1,0,0,0,1-3,0-0,6,R.  Foye,0,0,2,0,0,2,"March 4, 2007",270304002,0,Timberwolves,SG
,,,,,,,Did not play,B.  Wright,,,,,,,"March 4, 2007",270304002,0,Timberwolves,SG
--,0-2,1,0,1,0-5,0-0,17,B.  Scalabrine,1,4,0,2,0,2,"March 4, 2007",270304002,1,Celtics,PF
--,3-8,5,0,7,7-21,10-12,51,P.  Pierce,2,3,27,9,1,6,"March 4, 2007",270304002,1,Celtics,SF
--,0-0,1,1,0,2-5,1-2,22,K.  Perkins,2,3,5,2,0,1,"March 4, 2007",270304002,1,Celtics,C
--,0-0,2,1,9,9-15,2-5,51,A.  Jefferson,5,3,20,14,1,1,"March 4, 2007",270304002,1,Celtics,C
--,3-5,10,0,2,8-13,12-14,45,D.  West,3,2,31,5,0,3,"March 4, 2007",270304002,1,Celtics,SG
--,0-0,0,0,0,0-2,0-0,7,L.  Powe,2,1,0,2,0,2,"March 4, 2007",270304002,0,Celtics,PF
--,0-1,5,0,12,7-11,7-8,52,R.  Gomes,5,3,21,17,3,1,"March 4, 2007",270304002,0,Celtics,SF
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"March 4, 2007",270304002,0,Celtics,C
--,0-0,2,0,1,2-4,0-0,13,R.  Rondo,2,1,4,3,1,0,"March 4, 2007",270304002,0,Celtics,PG
--,1-1,1,0,2,5-12,5-5,32,G.  Green,1,2,16,3,0,2,"March 4, 2007",270304002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"March 4, 2007",270304002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Ray,0,0,0,0,0,0,"March 4, 2007",270304002,0,Celtics,G
,,,,,,,Did not play,M.  Olowokandi,,,,,,,"March 4, 2007",270304002,0,Celtics,C
,,,,,,,Did not play,S.  Telfair,,,,,,,"March 4, 2007",270304002,0,Celtics,PG
,,,,,,,Did not play,W.  Szczerbiak,,,,,,,"March 4, 2007",270304002,0,Celtics,SG
--,0-0,2,0,3,6-10,2-2,28,C.  Hayes,8,4,14,11,2,1,"March 7, 2007",270307002,1,Rockets,PF
--,5-11,2,0,4,5-15,0-0,34,S.  Battier,1,0,15,5,0,0,"March 7, 2007",270307002,1,Rockets,SF
--,0-0,4,1,4,4-9,3-4,19,Y.  Ming,1,4,11,5,1,1,"March 7, 2007",270307002,1,Rockets,C
--,3-5,7,0,3,5-9,1-2,40,R.  Alston,0,2,14,3,1,4,"March 7, 2007",270307002,1,Rockets,PG
--,3-6,9,0,2,7-16,8-10,34,T.  McGrady,0,3,25,2,1,6,"March 7, 2007",270307002,1,Rockets,SG
--,0-0,0,2,3,6-10,0-0,24,J.  Howard,2,5,12,5,1,2,"March 7, 2007",270307002,0,Rockets,PF
--,1-1,0,0,0,1-1,0-0,3,S.  Novak,0,1,3,0,0,0,"March 7, 2007",270307002,0,Rockets,SF
--,0-0,1,2,5,1-1,2-4,23,D.  Mutombo,2,4,4,7,0,0,"March 7, 2007",270307002,0,Rockets,C
--,0-0,0,0,0,0-0,0-0,0,J.  Tsakalidis,0,0,0,0,0,0,"March 7, 2007",270307002,0,Rockets,C
--,0-0,1,0,0,0-0,0-0,5,J.  Lucas III,0,1,0,0,2,1,"March 7, 2007",270307002,0,Rockets,PG
--,2-4,5,0,3,3-5,0-0,27,L.  Head,1,1,8,4,3,3,"March 7, 2007",270307002,0,Rockets,PG
--,0-0,0,0,0,0-0,0-0,0,B.  Sura,0,0,0,0,0,0,"March 7, 2007",270307002,0,Rockets,PG
--,1-1,0,1,1,2-2,0-2,5,K.  Snyder,0,0,5,1,1,0,"March 7, 2007",270307002,0,Rockets,SG
--,0-0,0,0,0,0-0,0-0,0,B.  Wells,0,0,0,0,0,0,"March 7, 2007",270307002,0,Rockets,SG
,,,,,,,Did not play,V.  Spanoulis,,,,,,,"March 7, 2007",270307002,0,Rockets,PG
--,0-1,2,0,2,0-3,0-0,21,B.  Scalabrine,0,3,0,2,1,0,"March 7, 2007",270307002,1,Celtics,PF
--,1-3,2,0,1,6-14,7-7,33,P.  Pierce,1,0,20,2,1,3,"March 7, 2007",270307002,1,Celtics,SF
--,0-0,0,2,2,1-1,3-3,16,K.  Perkins,1,4,5,3,0,2,"March 7, 2007",270307002,1,Celtics,C
--,0-0,3,0,9,8-19,4-7,34,A.  Jefferson,4,1,20,13,1,4,"March 7, 2007",270307002,1,Celtics,C
--,0-0,5,1,0,2-6,3-3,30,D.  West,0,1,7,0,2,1,"March 7, 2007",270307002,1,Celtics,SG
--,0-0,0,0,1,2-3,5-8,18,L.  Powe,4,0,9,5,0,2,"March 7, 2007",270307002,0,Celtics,PF
--,0-0,0,0,2,4-6,1-4,13,R.  Gomes,1,0,9,3,0,0,"March 7, 2007",270307002,0,Celtics,SF
--,0-0,1,0,0,0-1,0-0,11,M.  Olowokandi,2,2,0,2,1,4,"March 7, 2007",270307002,0,Celtics,C
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"March 7, 2007",270307002,0,Celtics,C
--,0-3,1,0,1,2-7,0-0,12,S.  Telfair,0,0,4,1,2,1,"March 7, 2007",270307002,0,Celtics,PG
--,0-0,1,0,3,2-4,0-0,26,R.  Rondo,1,1,4,4,1,2,"March 7, 2007",270307002,0,Celtics,PG
--,0-2,2,0,1,1-14,0-0,26,G.  Green,3,4,2,4,1,1,"March 7, 2007",270307002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"March 7, 2007",270307002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Ray,0,0,0,0,0,0,"March 7, 2007",270307002,0,Celtics,G
,,,,,,,Did not play,W.  Szczerbiak,,,,,,,"March 7, 2007",270307002,0,Celtics,SG
--,3-5,0,0,3,6-11,1-2,39,R.  Lewis,0,2,16,3,1,3,"March 9, 2007",270309002,1,SuperSonics,PF
--,0-0,0,0,5,4-9,4-5,29,C.  Wilcox,5,2,12,10,0,1,"March 9, 2007",270309002,1,SuperSonics,PF
--,0-0,1,1,3,7-12,3-4,39,N.  Collison,5,4,17,8,0,1,"March 9, 2007",270309002,1,SuperSonics,F
--,2-6,7,0,2,7-12,1-1,32,E.  Watson,1,4,17,3,3,4,"March 9, 2007",270309002,1,SuperSonics,PG
--,2-9,5,0,4,8-21,4-4,43,R.  Allen,1,1,22,5,2,1,"March 9, 2007",270309002,1,SuperSonics,SG
--,0-0,0,0,0,0-0,0-0,1,A.  Brown,0,0,0,0,0,0,"March 9, 2007",270309002,0,SuperSonics,PF
--,0-0,0,0,0,0-0,0-0,1,M.  Gelabale,0,0,0,0,0,0,"March 9, 2007",270309002,0,SuperSonics,SF
--,0-0,0,0,0,0-0,0-0,0,D.  Fortson,0,0,0,0,0,0,"March 9, 2007",270309002,0,SuperSonics,C
--,0-0,0,0,0,0-0,0-0,0,R.  Swift,0,0,0,0,0,0,"March 9, 2007",270309002,0,SuperSonics,C
--,0-0,0,0,0,2-2,0-1,7,J.  Petro,1,4,4,1,0,0,"March 9, 2007",270309002,0,SuperSonics,C
--,0-0,0,0,0,0-2,0-0,1,M.  Sene,1,0,0,1,0,0,"March 9, 2007",270309002,0,SuperSonics,C
--,0-0,2,0,3,0-5,2-2,19,M.  Wilks,0,4,2,3,2,3,"March 9, 2007",270309002,0,SuperSonics,PG
--,0-0,0,0,0,0-0,0-0,0,L.  Ridnour,0,0,0,0,0,0,"March 9, 2007",270309002,0,SuperSonics,PG
--,1-1,1,0,2,6-9,0-0,27,D.  Wilkins,1,0,13,3,2,2,"March 9, 2007",270309002,0,SuperSonics,SG
--,1-6,7,0,7,8-18,4-6,36,P.  Pierce,0,1,21,7,2,1,"March 9, 2007",270309002,1,Celtics,SF
--,0-0,4,2,10,13-17,5-8,36,A.  Jefferson,6,3,31,16,1,3,"March 9, 2007",270309002,1,Celtics,C
--,0-0,3,2,2,3-3,0-0,24,K.  Perkins,1,2,6,3,0,3,"March 9, 2007",270309002,1,Celtics,C
--,1-2,3,0,1,6-9,7-9,27,R.  Rondo,1,2,20,2,2,1,"March 9, 2007",270309002,1,Celtics,PG
--,3-7,1,0,2,7-13,2-2,33,G.  Green,1,4,19,3,0,3,"March 9, 2007",270309002,1,Celtics,SG
--,0-0,0,0,1,2-2,2-2,13,L.  Powe,1,1,6,2,0,1,"March 9, 2007",270309002,0,Celtics,PF
--,2-4,2,1,1,2-5,0-0,28,B.  Scalabrine,1,1,6,2,0,1,"March 9, 2007",270309002,0,Celtics,PF
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"March 9, 2007",270309002,0,Celtics,C
--,0-0,4,0,1,2-4,1-2,23,S.  Telfair,0,5,5,1,0,2,"March 9, 2007",270309002,0,Celtics,PG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"March 9, 2007",270309002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,W.  Szczerbiak,0,0,0,0,0,0,"March 9, 2007",270309002,0,Celtics,SG
--,0-2,1,0,0,2-5,0-0,20,A.  Ray,1,2,4,1,0,0,"March 9, 2007",270309002,0,Celtics,G
,,,,,,,Did not play,R.  Gomes,,,,,,,"March 9, 2007",270309002,0,Celtics,SF
,,,,,,,Did not play,M.  Olowokandi,,,,,,,"March 9, 2007",270309002,0,Celtics,C
,,,,,,,Did not play,D.  West,,,,,,,"March 9, 2007",270309002,0,Celtics,SG
--,0-1,2,2,12,4-6,2-5,41,B.  Wallace,2,0,10,14,2,1,"March 11, 2007",270311002,1,Bulls,PF
--,0-0,2,0,6,1-8,2-4,21,P.J. ,3,2,4,9,0,1,"March 11, 2007",270311002,1,Bulls,PF
--,0-0,5,0,3,8-11,1-2,38,L.  Deng,1,3,17,4,0,2,"March 11, 2007",270311002,1,Bulls,SF
--,2-3,4,0,2,9-14,1-1,35,B.  Gordon,0,2,21,2,0,1,"March 11, 2007",270311002,1,Bulls,SG
--,3-6,7,1,2,10-16,3-4,43,K.  Hinrich,1,4,26,3,3,3,"March 11, 2007",270311002,1,Bulls,SG
--,0-0,0,0,0,0-0,0-0,0,M.  Allen,0,0,0,0,0,0,"March 11, 2007",270311002,0,Bulls,PF
--,0-0,0,0,0,0-1,0-0,1,M.  Sweetney,1,0,0,1,0,0,"March 11, 2007",270311002,0,Bulls,PF
--,0-0,0,0,0,0-2,0-0,5,V.  Khryapa,0,0,0,0,1,1,"March 11, 2007",270311002,0,Bulls,PF
--,0-0,0,2,3,3-10,2-6,18,T.  Thomas,1,1,8,4,1,2,"March 11, 2007",270311002,0,Bulls,PF
--,0-0,0,0,0,0-0,0-0,0,A.  Nocioni,0,0,0,0,0,0,"March 11, 2007",270311002,0,Bulls,SF
--,0-0,0,0,0,0-0,0-0,1,T.  Sefolosha,0,0,0,0,0,0,"March 11, 2007",270311002,0,Bulls,SF
--,0-0,0,0,0,0-0,0-0,0,M.  Andriuskevicius,0,0,0,0,0,0,"March 11, 2007",270311002,0,Bulls,C
--,2-2,2,0,1,2-3,0-0,16,C.  Duhon,0,2,6,1,0,2,"March 11, 2007",270311002,0,Bulls,PG
--,0-0,3,0,4,1-3,0-0,20,A.  Griffin,1,4,2,5,1,3,"March 11, 2007",270311002,0,Bulls,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Barrett,0,0,0,0,0,0,"March 11, 2007",270311002,0,Bulls,SG
--,0-2,5,0,4,2-14,4-5,35,P.  Pierce,1,0,8,5,1,1,"March 11, 2007",270311002,1,Celtics,SF
--,0-0,0,1,6,5-10,0-0,30,A.  Jefferson,0,4,10,6,1,1,"March 11, 2007",270311002,1,Celtics,C
--,0-0,0,3,4,1-2,0-0,21,K.  Perkins,1,2,2,5,0,3,"March 11, 2007",270311002,1,Celtics,C
--,0-0,8,0,5,5-15,2-7,47,R.  Rondo,2,4,12,7,3,2,"March 11, 2007",270311002,1,Celtics,PG
--,1-5,1,0,2,5-14,4-4,33,G.  Green,1,0,15,3,0,4,"March 11, 2007",270311002,1,Celtics,SG
--,0-0,0,1,3,4-5,3-4,18,L.  Powe,4,2,11,7,0,0,"March 11, 2007",270311002,0,Celtics,PF
--,2-5,0,0,0,2-5,0-0,20,B.  Scalabrine,0,2,6,0,2,2,"March 11, 2007",270311002,0,Celtics,PF
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"March 11, 2007",270311002,0,Celtics,C
--,0-1,2,0,2,2-5,3-3,24,S.  Telfair,0,4,7,2,0,1,"March 11, 2007",270311002,0,Celtics,PG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"March 11, 2007",270311002,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,W.  Szczerbiak,0,0,0,0,0,0,"March 11, 2007",270311002,0,Celtics,SG
--,1-1,1,0,2,3-5,0-0,13,A.  Ray,2,1,7,4,1,3,"March 11, 2007",270311002,0,Celtics,G
,,,,,,,Did not play,R.  Gomes,,,,,,,"March 11, 2007",270311002,0,Celtics,SF
,,,,,,,Did not play,M.  Olowokandi,,,,,,,"March 11, 2007",270311002,0,Celtics,C
,,,,,,,Did not play,D.  West,,,,,,,"March 11, 2007",270311002,0,Celtics,SG
--,1-6,5,0,5,8-17,7-9,45,P.  Pierce,0,4,24,5,2,4,"March 13, 2007",270313004,1,Celtics,SF
--,0-0,1,2,9,4-4,0-0,22,K.  Perkins,1,5,8,10,1,1,"March 13, 2007",270313004,1,Celtics,C
--,0-0,1,3,6,9-16,1-4,40,A.  Jefferson,2,4,19,8,1,1,"March 13, 2007",270313004,1,Celtics,C
--,0-0,7,0,3,1-5,1-4,37,R.  Rondo,1,4,3,4,2,3,"March 13, 2007",270313004,1,Celtics,PG
--,3-5,2,1,0,8-14,0-2,44,D.  West,0,2,19,0,1,3,"March 13, 2007",270313004,1,Celtics,SG
--,0-0,0,0,0,0-0,0-0,5,L.  Powe,1,1,0,1,0,1,"March 13, 2007",270313004,0,Celtics,PF
--,0-3,3,0,1,1-5,0-0,22,B.  Scalabrine,0,4,2,1,1,0,"March 13, 2007",270313004,0,Celtics,PF
--,0-0,0,0,0,0-0,0-0,0,T.  Ratliff,0,0,0,0,0,0,"March 13, 2007",270313004,0,Celtics,C
--,2-3,0,0,0,2-5,0-0,9,S.  Telfair,0,3,6,0,0,1,"March 13, 2007",270313004,0,Celtics,PG
--,0-3,1,0,2,2-7,2-2,16,G.  Green,1,1,6,3,0,0,"March 13, 2007",270313004,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,T.  Allen,0,0,0,0,0,0,"March 13, 2007",270313004,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,W.  Szczerbiak,0,0,0,0,0,0,"March 13, 2007",270313004,0,Celtics,SG
--,0-0,0,0,0,0-0,0-0,0,A.  Ray,0,0,0,0,0,0,"March 13, 2007",270313004,0,Celtics,G
,,,,,,,Did not play,R.  Gomes,,,,,,,"March 13, 2007",270313004,0,Celtics,SF
,,,,,,,Did not play,M.  Olowokandi,,,,,,,"March 13, 2007",270313004,0,Celtics,C
--,0-0,4,3,9,9-21,1-5,41,B.  Wallace,7,1,19,16,1,0,"March 13, 2007",270313004,1,Bulls,PF
--,0-0,0,1,0,1-6,2-2,25,P.J. ,2,1,4,2,1,1,"March 13, 2007",270313004,1,Bulls,PF
--,0-0,6,0,2,9-15,1-2,39,L.  Deng,1,2,19,3,1,2,"March 13, 2007",270313004,1,Bulls,SF
--,1-2,5,0,5,3-7,4-7,40,B.  Gordon,0,3,11,5,0,0,"March 13, 2007",270313004,1,Bulls,SG
